No.;step;generated_smiles;canonical_smiles;predicted_pIC50;SAScore;in_AD;Muegge rules;
137;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)c(F)c(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)c(F)c(F)c(Br)c1Br;6.6841;2.663;true;yes;
138;185;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)c(F)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)c(F)c(Br)c(Br)c1Br;6.6841;2.69;true;no; 2 violations
139;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(Br)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(Br)c(F)c1Br;6.6841;2.741;true;yes;
140;174;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1Br;6.6839;1.807;true;yes;
141;165;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Br)cc1;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Br)cc1;6.6832;1.736;true;yes;
142;178;Cc1cccc(CNc2cc(C(=O)NO)ccc2C)c1;Cc1cccc(CNc2cc(C(=O)NO)ccc2C)c1;6.6826;1.825;true;yes;
143;178;Cc1ccc(C(=O)NO)cc1NCc1cc(C)c(C)c(Br)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(C)c(C)c(Br)c1;6.6797;2.204;true;yes;
144;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(Br)c1F;6.6796;2.475;true;yes;
145;177;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1C;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1C;6.6794;1.89;true;yes;
146;202;O=C(NO)c1cccc(NC(=O)c2cc(Br)cc(Br)c2Cl)c1;O=C(NO)c1cccc(NC(=O)c2cc(Br)cc(Br)c2Cl)c1;6.6793;2.214;true;yes;
147;167;CC(C)c1ccc(C(=O)NO)cc1NC(=O)c1ccccc1;CC(C)c1ccc(C(=O)NO)cc1NC(=O)c1ccccc1;6.6791;1.823;true;yes;
148;162;CC(C)c1ccc(C(=O)NO)cc1NCc1ccccc1;CC(C)c1ccc(C(=O)NO)cc1NCc1ccccc1;6.6788;1.909;true;yes;
149;160;O=C(NO)c1ccc(C(F)(F)F)c(NCc2ccccc2)c1;O=C(NO)c1ccc(C(F)(F)F)c(NCc2ccccc2)c1;6.6783;1.992;true;yes;
150;188;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)c(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)c(F)c(F)c1F;6.6776;2.205;true;yes;
151;158;Cc1ccc(C(=O)NO)cc1NCc1ccccc1F;Cc1ccc(C(=O)NO)cc1NCc1ccccc1F;6.6765;1.861;true;yes;
152;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(Br)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(Br)c(F)c1Br;6.6763;2.569;true;yes;
153;178;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)c(Br)c1;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)c(Br)c1;6.6761;2.125;true;yes;
154;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(Br)c1Br;6.6757;2.3;true;yes;
155;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(Br)c1Br;6.6757;2.466;true;no; 1 violations
156;176;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)cc(Br)c1;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)cc(Br)c1;6.6754;2.042;true;yes;
157;180;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2C)cc1Br;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2C)cc1Br;6.6737;1.895;true;yes;
158;180;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)ccc(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)ccc(Br)c1F;6.6728;2.368;true;yes;
159;185;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(F)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(F)c(Br)c1F;6.6728;2.596;true;yes;
160;182;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(Br)c(Br)c1F;6.6728;2.626;true;yes;
161;185;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)cc(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)cc(Br)c1F;6.6728;2.492;true;yes;
162;181;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)cc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)cc(Br)c1Br;6.6728;2.581;true;yes;
163;185;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)c(Br)c(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)c(Br)c(F)c(Br)c1Br;6.6728;2.687;true;no; 2 violations
164;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(Br)c(Br)c1Br;6.6728;2.653;true;no; 2 violations
165;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(Br)c(F)c(Br)c1Br;6.6728;2.68;true;yes;
166;179;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(Br)c(Br)c1F;6.6728;2.551;true;yes;
167;249;O=C(NO)c1cccc(NS(=O)(=O)c2cccc(Cl)c2Cl)c1;O=C(NO)c1cccc(NS(=O)(=O)c2cccc(Cl)c2Cl)c1;6.6722;2.035;true;yes;
168;174;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)ccc1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)ccc1Br;6.672;1.98;true;yes;
169;188;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(F)c(F)c1F;6.6711;2.241;true;yes;
170;100;Cc1ccc(C(=O)Nc2cc(C(=O)NO)cc(C)c2C)cc1Br;Cc1ccc(C(=O)Nc2cc(C(=O)NO)cc(C)c2C)cc1Br;6.671;2.075;true;yes;
171;204;O=C(NO)c1ccc(NC(=O)c2cc(Cl)c(F)c(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Cl)c(F)c(Cl)c2Cl)cc1;6.6705;2.242;true;yes;
172;174;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(Br)c1;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(Br)c1;6.6705;2.005;true;yes;
173;182;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(Br)c1;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(Br)c1;6.6705;2.25;true;yes;
174;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)c(Br)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)c(Br)c(Br)c(Br)c1Br;6.6705;2.602;true;no; 2 violations
175;245;O=C(NO)c1cccc(NS(=O)(=O)c2c(Cl)ccc(Cl)c2Cl)c1;O=C(NO)c1cccc(NS(=O)(=O)c2c(Cl)ccc(Cl)c2Cl)c1;6.6704;2.235;true;yes;
176;203;O=C(NO)c1ccc(NC(=O)c2c(F)c(Cl)cc(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(F)c(Cl)cc(Cl)c2Cl)cc1;6.6684;2.236;true;yes;
177;176;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)cc(Br)c1;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)cc(Br)c1;6.668;2.169;true;yes;
178;133;COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2F)cc1F;COc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2F)cc1F;6.6676;1.877;true;yes;
179;101;Cc1ccc(C(=O)Nc2cc(Br)c(Br)c(C(=O)NO)c2)cc1Br;Cc1ccc(C(=O)Nc2cc(Br)c(Br)c(C(=O)NO)c2)cc1Br;6.6668;2.37;true;yes;
180;180;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(Br)c(Br)c1Br;6.6665;2.527;true;no; 1 violations
181;179;Cc1cc(Br)cc(CNc2cc(C(=O)NO)ccc2C)c1;Cc1cc(Br)cc(CNc2cc(C(=O)NO)ccc2C)c1;6.6664;2.108;true;yes;
182;71;COc1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1;COc1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1;6.6653;1.598;true;yes;
183;76;COc1ccc(C)cc1C(=O)Nc1cccc(C(=O)NO)c1;COc1ccc(C)cc1C(=O)Nc1cccc(C(=O)NO)c1;6.6642;1.764;true;yes;
184;202;O=C(NO)c1ccc(NC(=O)c2c(F)ccc(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(F)ccc(Cl)c2Cl)cc1;6.6626;2.006;true;yes;
185;200;Cc1cc(Br)cc(C(=O)Nc2cc(C(=O)NO)ccc2Br)c1Br;Cc1cc(Br)cc(C(=O)Nc2cc(C(=O)NO)ccc2Br)c1Br;6.662;2.355;true;yes;
186;199;O=C(NO)c1ccc(NC(=O)c2cc(Br)cc(Br)c2Cl)c(Br)c1;O=C(NO)c1ccc(NC(=O)c2cc(Br)cc(Br)c2Cl)c(Br)c1;6.6613;2.385;true;yes;
187;181;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)c(Br)cc1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)c(Br)cc1F;6.6612;2.113;true;yes;
188;203;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Br)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Br)cc1;6.6606;2.447;true;no; 1 violations
189;205;O=C(NO)c1ccc(NC(=O)c2c(Cl)cc(Cl)c(Cl)c2F)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)cc(Cl)c(Cl)c2F)cc1;6.6603;2.253;true;yes;
190;179;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1Br;Cc1ccc(CNc2cc(C(=O)NO)ccc2C)cc1Br;6.66;2.012;true;yes;
191;203;O=C(NO)c1ccc(NC(=O)c2c(F)c(Br)cc(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(F)c(Br)cc(Cl)c2Cl)cc1;6.6592;2.34;true;yes;
192;160;Cc1ccc(C(=O)NO)cc1NCc1ccccc1-c1ccccc1;Cc1ccc(C(=O)NO)cc1NCc1ccccc1-c1ccccc1;6.6587;1.86;true;yes;
193;188;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)c(F)cc1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(F)c(F)cc1F;6.6578;2.022;true;yes;
194;134;Cc1cc(F)c(C(=O)Nc2cc(C(=O)NO)ccc2F)c(F)c1F;Cc1cc(F)c(C(=O)Nc2cc(C(=O)NO)ccc2F)c(F)c1F;6.6566;2.335;true;yes;
195;202;O=C(NO)c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2Cl)cc1;6.656;1.959;true;yes;
196;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(F)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(F)c(F)c1Br;6.6542;2.47;true;yes;
197;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)c(F)c1Br;6.6542;2.535;true;yes;
198;200;O=C(NO)c1ccc(NC(=O)c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1;6.654;2.162;true;yes;
199;102;Cc1ccc(C(=O)Nc2cc(C(=O)NO)c(Br)cc2C)cc1Br;Cc1ccc(C(=O)Nc2cc(C(=O)NO)c(Br)cc2C)cc1Br;6.654;2.192;true;yes;
200;199;O=C(NO)c1ccc(Br)c(NC(=O)c2ccccc2F)c1;O=C(NO)c1ccc(Br)c(NC(=O)c2ccccc2F)c1;6.6534;1.889;true;yes;
201;112;O=C(NO)c1ccc(F)c(NC(=O)c2ccccc2F)c1;O=C(NO)c1ccc(F)c(NC(=O)c2ccccc2F)c1;6.6531;1.792;true;yes;
202;178;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)cc(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)cc(F)c1F;6.6529;2.128;true;yes;
203;187;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)c(Cl)c(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)c(Cl)c(F)c1F;6.6509;2.43;true;yes;
204;96;O=C(Nc1ccccc1)c1ccc(Br)c(C(=O)NO)c1;O=C(Nc1ccccc1)c1ccc(Br)c(C(=O)NO)c1;6.6504;1.788;true;yes;
205;182;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)cc1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)c(Br)cc1F;6.65;2.196;true;yes;
206;202;O=C(NO)c1ccc(NC(=O)c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1;6.6495;2.144;true;yes;
207;188;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)c(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)c(F)c1F;6.6494;2.064;true;yes;
208;182;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)cc(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)cc(Br)c1F;6.6464;2.377;true;yes;
209;188;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)cc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)cc(Br)c1Br;6.6464;2.466;true;yes;
210;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(Br)c(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(Br)c(F)c1F;6.6464;2.362;true;yes;
211;99;Cc1ccc(C(=O)Nc2cc(C(=O)NO)cc(Br)c2Br)cc1Br;Cc1ccc(C(=O)Nc2cc(C(=O)NO)cc(Br)c2Br)cc1Br;6.6454;2.401;true;yes;
212;106;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Br)cc1Br;Cc1ccc(C(=O)Nc2cc(C(=O)NO)ccc2Br)cc1Br;6.6454;2.039;true;yes;
213;174;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1Cl;6.6452;1.717;true;yes;
214;164;Cc1ccc(C(=O)NO)cc1NC(=O)c1cccc(Br)c1;Cc1ccc(C(=O)NO)cc1NC(=O)c1cccc(Br)c1;6.6451;1.792;true;yes;
215;156;O=C(NO)c1ccc(F)c(NCc2ccccc2NCc2ccccc2)c1;O=C(NO)c1ccc(F)c(NCc2ccccc2NCc2ccccc2)c1;6.6449;2.003;true;yes;
216;178;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)cc(C)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)cc(C)c1Cl;6.6449;2.139;true;yes;
217;105;O=C(NO)c1ccc(NC(=O)c2ccc(Br)cc2)c(F)c1;O=C(NO)c1ccc(NC(=O)c2ccc(Br)cc2)c(F)c1;6.6445;1.797;true;yes;
218;182;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1ccc(F)c(Br)c1Br;6.6443;2.445;true;yes;
219;177;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)cc1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)cc1Br;6.6443;1.943;true;yes;
220;76;N#Cc1cccc(CNS(=O)(=O)c2cccc(C(=O)NO)c2)c1;N#Cc1cccc(CNS(=O)(=O)c2cccc(C(=O)NO)c2)c1;6.6432;2.074;true;yes;
221;107;O=C(NO)c1cc(F)cc(NC(=O)c2ccc(Br)c(Br)c2)c1;O=C(NO)c1cc(F)cc(NC(=O)c2ccc(Br)c(Br)c2)c1;6.643;2.146;true;yes;
222;178;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)ccc(F)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)ccc(F)c1F;6.6429;2.105;true;yes;
223;180;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)c(F)c1;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)c(F)c1;6.6429;1.833;true;yes;
224;158;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)cc1;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)cc1;6.6417;1.853;true;yes;
225;161;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)ccc1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1cc(Br)ccc1F;6.6416;1.922;true;yes;
226;173;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Br)cc1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(Br)cc1F;6.6416;1.921;true;yes;
227;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)c(Br)c1F;6.6416;2.24;true;yes;
228;77;NC(=O)c1cc(C(=O)Nc2cccc(C(=O)NO)c2)ccc1Cl;NC(=O)c1cc(C(=O)Nc2cccc(C(=O)NO)c2)ccc1Cl;6.6403;1.884;true;yes;
229;172;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)cc1;Cc1ccc(C(=O)NO)cc1NC(=O)c1ccc(F)cc1;6.64;1.678;true;yes;
230;107;O=C(NO)c1cc(Br)cc(NC(=O)c2ccc(F)c(Br)c2)c1;O=C(NO)c1cc(Br)cc(NC(=O)c2ccc(F)c(Br)c2)c1;6.64;2.109;true;yes;
231;50;COc1ccccc1-c1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1;COc1ccccc1-c1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1;6.6396;1.772;true;yes;
232;73;Cc1ccc(NC(=O)c2cccc(C(=O)NO)c2)cc1;Cc1ccc(NC(=O)c2cccc(C(=O)NO)c2)cc1;6.639;1.603;true;yes;
233;201;O=C(NO)c1ccc(NC(=O)c2ccc(Cl)cc2Cl)cc1;O=C(NO)c1ccc(NC(=O)c2ccc(Cl)cc2Cl)cc1;6.6388;1.718;true;yes;
234;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)cc(Br)c(Br)c1Br;6.6388;2.472;true;yes;
235;87;COc1ccc(Nc2cc(C(=O)NO)ccc2Cl)cc1;COc1ccc(Nc2cc(C(=O)NO)ccc2Cl)cc1;6.6368;1.776;true;yes;
236;82;O=C(NO)c1cccc(CNc2ccc(Br)cc2Br)c1;O=C(NO)c1cccc(CNc2ccc(Br)cc2Br)c1;6.6364;2.013;true;yes;
237;202;O=C(NO)c1ccc(NC(=O)c2cc(Cl)cc(Cl)c2F)cc1;O=C(NO)c1ccc(NC(=O)c2cc(Cl)cc(Cl)c2F)cc1;6.6361;2.001;true;yes;
238;111;Cc1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1Br;Cc1ccc(C(=O)Nc2cccc(C(=O)NO)c2)cc1Br;6.6358;1.834;true;yes;
239;183;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)c(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)c(Br)c(Br)c1F;6.6345;2.636;true;no; 1 violations
240;134;O=C(NO)c1cc(F)c(F)c(NCc2cc(Br)cc(Br)c2F)c1;O=C(NO)c1cc(F)c(F)c(NCc2cc(Br)cc(Br)c2F)c1;6.6337;2.604;true;yes;
241;100;Cc1c(Br)cc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(Br)c1;Cc1c(Br)cc(C(=O)NO)cc1NC(=O)c1ccc(Br)c(Br)c1;6.6334;2.343;true;yes;
242;115;O=C(NO)c1ccc(NC(=O)c2ccccc2)c(F)c1;O=C(NO)c1ccc(NC(=O)c2ccccc2)c(F)c1;6.6332;1.66;true;yes;
243;181;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(Br)c(Br)c1Br;6.633;2.592;true;no; 1 violations
244;184;Cc1ccc(C(=O)NO)cc1NCc1c(F)ccc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)ccc(Br)c1Br;6.6329;2.405;true;yes;
245;102;O=C(Nc1cc(Br)c(F)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;O=C(Nc1cc(Br)c(F)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;6.6328;2.434;true;yes;
246;189;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(F)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Br)cc(F)c(Br)c1Br;6.6325;2.547;true;yes;
247;103;O=C(Nc1cc(Br)c(F)c(C(=O)NO)c1)c1ccc(F)c(F)c1;O=C(Nc1cc(Br)c(F)c(C(=O)NO)c1)c1ccc(F)c(F)c1;6.6323;2.268;true;yes;
248;102;O=C(Nc1cc(F)c(F)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;O=C(Nc1cc(F)c(F)c(C(=O)NO)c1)c1ccc(Br)c(Br)c1;6.6323;2.308;true;yes;
249;183;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(Br)cc(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(Br)cc(Br)c1Br;6.6321;2.685;true;no; 1 violations
250;184;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(Br)c(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(Br)c(Br)c(Br)c1F;6.6321;2.815;true;no; 1 violations
251;181;Cc1ccc(C(=O)NO)cc1NCc1c(Br)cc(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1c(Br)cc(Br)c(Br)c1F;6.6321;2.688;true;no; 1 violations
252;186;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NCc1ccc(Br)c(Br)c1F;6.6321;2.428;true;yes;
253;183;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(Br)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(Br)c(Br)c(Br)c1Br;6.6321;2.796;true;no; 1 violations
254;101;Cc1c(Br)cc(C(=O)NO)cc1NC(=O)c1ccc(C(=O)NO)c(Br)c1;Cc1c(Br)cc(C(=O)NO)cc1NC(=O)c1ccc(C(=O)NO)c(Br)c1;6.6311;2.451;true;yes;
255;184;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Br)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)c(F)c(Br)c(F)c1Br;6.6302;2.75;true;yes;
256;86;COc1cccc(CNc2cc(C(=O)NO)ccc2Cl)c1;COc1cccc(CNc2cc(C(=O)NO)ccc2Cl)c1;6.6294;1.855;true;yes;
257;247;Cc1cc(Cl)cc(S(=O)(=O)Nc2cccc(C(=O)NO)c2)c1;Cc1cc(Cl)cc(S(=O)(=O)Nc2cccc(C(=O)NO)c2)c1;6.6287;2.081;true;yes;
258;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cc(Br)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)cc(Br)c(Br)c1F;6.6267;2.469;true;yes;
259;180;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)ccc(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)ccc(Br)c1F;6.6267;2.24;true;yes;
260;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)c(Br)c(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)c(Br)c(Br)c1Cl;6.6267;2.619;true;yes;
261;186;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)c(Cl)c(Br)c1F;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)c(Cl)c(Br)c1F;6.6267;2.561;true;yes;
262;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)c(F)c(Br)c1Cl;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(F)c(F)c(F)c(Br)c1Cl;6.6267;2.543;true;yes;
263;183;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(F)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(F)c(F)c1Br;6.6267;2.692;true;yes;
264;184;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(Br)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NC(=O)c1c(Cl)c(Br)c(Br)c(F)c1Br;6.6267;2.745;true;no; 1 violations
265;71;N#Cc1ccc(NC(=O)c2ccc(C(=O)NO)cc2)cc1;N#Cc1ccc(NC(=O)c2ccc(C(=O)NO)cc2)cc1;6.6266;1.743;true;yes;
266;184;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)c(Br)c(Br)c1Br;Cc1ccc(C(=O)NO)cc1NCc1cc(Br)c(Br)c(Br)c1Br;6.6258;2.613;true;no; 1 violations
267;100;Cc1ccc(C(=O)Nc2cc(C(=O)NO)c(Br)cc2Br)cc1Br;Cc1ccc(C(=O)Nc2cc(C(=O)NO)c(Br)cc2Br)cc1Br;6.6257;2.316;true;yes;
268;186;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(Br)c(F)c1Br;Cc1ccc(C(=O)NO)cc1NCc1c(F)cc(Br)c(F)c1Br;6.6257;2.63;true;yes;
