;model;task;step;batch_idx;absolute_time;smiles;valid;valid_score;unique;occurrences;hdac8_pIC50;hdac8_in_AD;lin_thresh_hdac8_pIC50;step_hdac8_in_AD;single;filter;filtered_single;passes_diversity_filter;score_time;diversity_filter;diversity_filter_params;prior;agent;batch_size;rl_strategy;sigma;loss;prior_nll;agent_nll
7266;RNN;HDAC8_pIC50_AD_reward;56;98;2798.707231283188;CC(C#Cc1c(O)ccc2[nH]c(=O)ccc12)c1ccc(Cl)cc1;true;1;true;0;5.696644368607089;0.0;0.6701934551302458;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;8.946304;28.604519;25.613482
7267;RNN;HDAC8_pIC50_AD_reward;56;99;2798.707231283188;O=C(NO)c1ccc(Nc2cc(Cl)ccc2Cl)cc1;true;1;true;0;6.430068002386008;0.0;0.7564785885160009;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;159.84773;23.735672;11.092582
7268;RNN;HDAC8_pIC50_AD_reward;56;100;2798.707231283188;Cc1ccc(-c2n[nH][n+]([O-])c2C)c(Cl)c1;true;1;true;0;5.348099773405464;0.0;0.6291882086359369;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;2.745869;27.646221;25.989155
7269;RNN;HDAC8_pIC50_AD_reward;56;101;2798.707231283188;COC(=O)C(CN1CCCCC1)C(O)c1ccccc1;true;1;true;0;5.793827911356081;0.0;0.6816268131007154;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.13451308;27.167028;27.533789
7270;RNN;HDAC8_pIC50_AD_reward;56;102;2798.707231283188;NC(=NC(=O)COc1ccccc1Br)Nc1ccc(Cl)cc1;true;1;true;0;5.36716992318199;0.0;0.6314317556684694;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.7437996;27.153692;26.291254
7271;RNN;HDAC8_pIC50_AD_reward;56;103;2798.707231283188;Cc1cccc(CCNCc2cc[nH]c2)c1;true;1;true;0;5.704348808843974;0.0;0.671099859863997;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;10.973958;21.063244;17.750547
7272;RNN;HDAC8_pIC50_AD_reward;56;104;2798.707231283188;Nc1cc(Cl)cc(C(=O)NO)c1;true;1;true;0;6.0499743353852145;0.0;0.7117616865159075;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;80.55705;22.685814;13.710456
7273;RNN;HDAC8_pIC50_AD_reward;56;105;2798.707231283188;Oc1cccc(-c2cccc(C(F)(F)F)c2)c1;true;1;true;0;5.247371775099466;0.0;0.6173378558940548;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;5.4278955;20.102322;17.772537
7274;RNN;HDAC8_pIC50_AD_reward;56;106;2798.707231283188;CNCCC(N)(c1ccccc1)c1ccccc1;true;1;true;0;5.547402700279843;0.0;0.6526356117976286;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;12.356843;21.821346;18.306116
7275;RNN;HDAC8_pIC50_AD_reward;56;107;2798.707231283188;CNc1c[n+]([O-])on1;true;1;true;0;5.565623250251411;0.0;0.6547792059119307;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.0060960674;22.345833;22.42391
7276;RNN;HDAC8_pIC50_AD_reward;56;108;2798.707231283188;Cc1cc(-c2ccccc2)[nH]c(=O)c1-c1ccccc1;true;1;true;0;5.539379214636638;0.0;0.6516916723101926;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;5.153084;21.004742;18.734701
7277;RNN;HDAC8_pIC50_AD_reward;56;109;2798.707231283188;S=C=Nc1ccccc1;true;1;true;0;5.316105036073644;0.0;0.6254241218910169;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;3.7285058;16.699633;14.768699
7278;RNN;HDAC8_pIC50_AD_reward;56;110;2798.707231283188;O=C1CCc2cc(Cc3ccccc3)ccc2N1;true;1;true;0;5.731909754579462;0.0;0.674342324068172;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;4.888405;19.148645;16.937672
7279;RNN;HDAC8_pIC50_AD_reward;56;111;2798.707231283188;CC(C)C(C(=O)C(=O)NO)N1CCN(c2ccc(Cl)c(Cl)c2Cl)CC1;true;1;true;0;5.996952066121395;0.0;0.70552377248487;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;34.5852;33.358597;27.477678
7280;RNN;HDAC8_pIC50_AD_reward;56;112;2798.707231283188;Cc1c(C(=O)Nc2ccc(Cl)cc2)nc2ccccn12;true;1;true;0;5.622693098069879;0.0;0.6614933056552799;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;19.140875;23.092384;18.717356
7281;RNN;HDAC8_pIC50_AD_reward;56;113;2798.707231283188;COc1ccccc1C=CCN(C)Cc1ccccc1;true;1;true;0;5.948335560380834;0.0;0.6998041835742158;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;27.959698;18.851797;13.564104
7282;RNN;HDAC8_pIC50_AD_reward;56;114;2798.707231283188;COc1ccc(S(=O)(=O)N2CCC(N(C(=O)c3cccc(Cl)c3)C3CC3)C2)cc1;true;1;true;0;5.802296844812709;0.0;0.6826231582132598;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;6.2916684;27.969833;30.478153
7283;RNN;HDAC8_pIC50_AD_reward;56;115;2798.707231283188;COC(=O)c1[nH]c(C(C)=O)c(C)c1C(C)=O;true;1;true;0;5.381658246611134;0.0;0.6331362643071923;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;4.664388;24.053492;21.893772
7284;RNN;HDAC8_pIC50_AD_reward;56;116;2798.707231283188;COc1cccc(N2CCN(S(=O)(=O)c3cccc(Cl)c3)CC2)c1;true;1;true;0;5.902290248141313;0.0;0.694387088016625;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.8526586;22.75144;23.674835
7285;RNN;HDAC8_pIC50_AD_reward;56;117;2798.707231283188;O=C(NO)c1ccc2[nH]cc(-c3ccccc3Cl)c2c1;true;1;true;0;6.041026497770364;0.0;0.7107089997376899;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;38.152668;24.484175;18.30739
7286;RNN;HDAC8_pIC50_AD_reward;56;118;2798.707231283188;O=C(NO)c1cnc(-c2cc(Cl)ccc2Cl)o1;true;1;true;0;5.358149623445522;0.0;0.6303705439347673;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;68.6637;23.975607;15.689251
7287;RNN;HDAC8_pIC50_AD_reward;56;119;2798.707231283188;NS(=O)(=O)c1ccc2c(c1)CCN2C(=O)CNC(=O)c1ccc(Cl)cc1;true;1;true;0;5.57682630791649;0.0;0.6560972126960577;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;28.102144;29.788576;24.48743
7288;RNN;HDAC8_pIC50_AD_reward;56;120;2798.707231283188;COCCCNC(S)=Nc1ccc2[nH]c(=O)[nH]c2c1;true;1;true;0;5.740318470177511;0.0;0.675331584726766;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;24.205444;29.830828;24.910925
7289;RNN;HDAC8_pIC50_AD_reward;56;121;2798.707231283188;O=C(NO)c1ccc(CN2CCC(C(=O)Nc3ccccc3)CC2)cc1;true;1;true;0;6.256854726561873;0.0;0.7361005560661027;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;44.717224;26.05009;19.362997
7290;RNN;HDAC8_pIC50_AD_reward;56;122;2798.707231283188;Nc1ccccc1C(=O)NO;true;1;true;0;5.817282193559579;0.0;0.684386140418774;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;63.8235;18.36758;10.378619
7291;RNN;HDAC8_pIC50_AD_reward;56;123;2798.707231283188;Cn1nc(C(=O)NO)nc1Nc1ccc(Cl)cc1;true;1;true;0;5.773717619077088;0.0;0.6792608963620104;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;135.94754;29.025082;17.365427
7292;RNN;HDAC8_pIC50_AD_reward;56;124;2798.707231283188;O=S(=O)(c1c[nH]c2cc(Cl)ccc12)N1CCCNCC1;true;1;true;0;5.636524243543368;0.0;0.6631204992403963;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;25.18993;28.205982;23.187025
7293;RNN;HDAC8_pIC50_AD_reward;56;125;2798.707231283188;O=c1[nH]nc(Cc2ccc(Cl)cc2)s1;true;1;true;0;5.794911719415495;0.0;0.6817543199312347;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.000297433;17.59528;17.578033
7294;RNN;HDAC8_pIC50_AD_reward;56;126;2798.707231283188;O=C(NCCCCN1CCN(Cc2ccccc2)CC1)Nc1ccccc1;true;1;true;0;5.581756083521757;0.0;0.6566771862966773;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.93186593;22.282713;23.248045
7295;RNN;HDAC8_pIC50_AD_reward;56;127;2798.707231283188;O=C(CSCC(=O)c1ccccc1)NCc1ccccn1;true;1;true;0;5.577330185888857;0.0;0.6561564924575126;0.0;0.0;0.0;0.0;True;40.956063985824585;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;7.013039;24.401333;21.753119
7296;RNN;HDAC8_pIC50_AD_reward;57;0;2841.9494729042053;c1(Cl)cc(OC(C)COC(CCCCC)=O)cc1;false;0;true;0;0.0;0.0;1e-06;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;156.99188;36.590195;24.060555
7297;RNN;HDAC8_pIC50_AD_reward;57;1;2841.9494729042053;COc1ccc(C(C(=O)NO)c2ccccc2)cc1;true;1;true;0;5.409841690965656;0.0;0.6364519636430184;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;5.406072;20.161394;17.836298
7298;RNN;HDAC8_pIC50_AD_reward;57;2;2841.9494729042053;CNCCOc1cc2cc(O)ccc2cc1-c1ccccc1;true;1;true;0;5.77820520109493;0.0;0.6797888471876388;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;17.698824;24.29689;20.089893
7299;RNN;HDAC8_pIC50_AD_reward;57;3;2841.9494729042053;O=C(O)CCCSc1nccn1Cc1ccccc1;true;1;true;0;5.251326488084301;0.0;0.6178031162452119;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;20.584894;23.243622;18.706564
7300;RNN;HDAC8_pIC50_AD_reward;57;4;2841.9494729042053;O=C(NO)c1ccc(Nc2ccccc2)cc1;true;1;false;2;6.363123747219711;0.0;0.7486027937905542;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;94.41707;17.08905;7.372206
7301;RNN;HDAC8_pIC50_AD_reward;57;5;2841.9494729042053;O=C(NO)c1cccc(Nc2ccc(Cl)cc2)c1F;true;1;true;0;6.233926394872935;0.0;0.7334031052791687;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;84.02661;25.28039;16.113787
7302;RNN;HDAC8_pIC50_AD_reward;57;6;2841.9494729042053;OC1(C#Cc2nc(-c3ccccc3F)no2)CCCCC1;true;1;true;0;5.778727275973961;0.0;0.6798502677616425;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;3.8059404;28.098793;26.147911
7303;RNN;HDAC8_pIC50_AD_reward;57;7;2841.9494729042053;Cc1ccc(-c2ncc(CCC(=O)NO)s2)cc1;true;1;true;0;5.512633442354815;0.0;0.6485451108652723;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;50.60013;23.330664;16.217287
7304;RNN;HDAC8_pIC50_AD_reward;57;8;2841.9494729042053;O=S(=O)(NCCCc1c[nH]cn1)c1ccc(C(F)(F)F)cc1;true;1;true;0;5.792324341534798;0.0;0.6814499225335056;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;2.4852138;20.80435;19.227894
7305;RNN;HDAC8_pIC50_AD_reward;57;9;2841.9494729042053;O=C(NCc1ccc(-c2nc3ccc(O)cc3[nH]2)cc1)c1cccc(Cl)c1;true;1;true;0;5.781601199469744;0.0;0.6801883764082052;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;4.9750676;29.139603;26.909117
7306;RNN;HDAC8_pIC50_AD_reward;57;10;2841.9494729042053;O=C(NO)c1ccc(COc2cc(Cl)ccc2Cl)cc1;true;1;true;0;5.895113077401557;1.0;0.6935427149884186;1.0;0.6935427149884186;1.0;0.6935427149884186;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;4819.4043;22.267565;8.464366
7307;RNN;HDAC8_pIC50_AD_reward;57;11;2841.9494729042053;O=C(O)C(Cc1ccccc1)C(=O)OCc1ccc(Cl)cc1;true;1;true;0;5.424072476264853;0.0;0.638126173678218;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;25.314743;24.98439;19.953014
7308;RNN;HDAC8_pIC50_AD_reward;57;12;2841.9494729042053;O=C(COC(=O)c1cccs1)Nc1ccccc1Cl;true;1;true;0;5.416683532329769;0.0;0.6372568861564434;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;44.103397;22.844664;16.203625
7309;RNN;HDAC8_pIC50_AD_reward;57;13;2841.9494729042053;CC(=O)OCC(=O)NC(CSc1ccc(Cl)cc1)C(=O)O;true;1;true;0;5.763031568799962;0.0;0.6780037139764661;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;26.588213;29.949394;24.793018
7310;RNN;HDAC8_pIC50_AD_reward;57;14;2841.9494729042053;COc1cccc(CCc2ccc(C(=O)NO)cc2)c1;true;1;true;0;6.398548346456295;0.0;0.7527703937007405;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;23.263556;22.021652;17.198421
7311;RNN;HDAC8_pIC50_AD_reward;57;15;2841.9494729042053;Cc1ccccc1Nc1cccc(C(=O)NO)c1;true;1;false;1;6.258331475869017;1.0;0.7362742912787079;1.0;0.7362742912787079;1.0;0.0;False;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;116.404465;20.303162;9.514071
7312;RNN;HDAC8_pIC50_AD_reward;57;16;2841.9494729042053;COc1cccc(C=CC(=O)c2ccc(C(=O)c3ccccc3)n2C)c1O;true;1;true;0;5.750213666580555;0.0;0.6764957254800653;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.6932857;33.336113;32.503475
7313;RNN;HDAC8_pIC50_AD_reward;57;17;2841.9494729042053;O=C(NO)c1cccc(Oc2ccccc2)c1;true;1;false;4;5.482432950319761;1.0;0.6449921118023249;1.0;0.6449921118023249;1.0;0.0;False;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;89.316376;19.465366;10.014632
7314;RNN;HDAC8_pIC50_AD_reward;57;18;2841.9494729042053;Cc1ccc2c(c1)CNCC2;true;1;true;0;5.718172539191347;0.0;0.6727261810813349;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.42766023;18.255077;17.60112
7315;RNN;HDAC8_pIC50_AD_reward;57;19;2841.9494729042053;O=C(COC(=O)c1ccccc1)Nc1cccc(NC(=O)c2ccc(F)cc2F)c1;true;1;true;0;5.47215427589217;0.0;0.6437828559873141;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;18.269703;31.292206;27.017899
7316;RNN;HDAC8_pIC50_AD_reward;57;20;2841.9494729042053;Cc1onc(C(=O)Nc2cccc(C(=O)NO)c2)c1Cl;true;1;true;0;6.20677420837692;0.0;0.7302087303972847;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;38.204803;26.768044;20.58704
7317;RNN;HDAC8_pIC50_AD_reward;57;21;2841.9494729042053;Cc1occc1C(=O)Nc1ccc(Cl)cc1;true;1;true;0;5.580910915660182;0.0;0.6565777547835507;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;38.412037;21.734842;15.537098
7318;RNN;HDAC8_pIC50_AD_reward;57;22;2841.9494729042053;CC(C)COc1cccc(C(=O)NCCc2ccccc2)c1;true;1;true;0;5.934333126924226;0.0;0.6981568384616736;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;2.9721398;23.273563;21.549574
7319;RNN;HDAC8_pIC50_AD_reward;57;23;2841.9494729042053;COc1ccccc1OCCN1CCN(CC(=O)O)CC1;true;1;true;0;6.029294525102874;0.0;0.7093287676591616;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.03424033;22.920914;23.105955
7320;RNN;HDAC8_pIC50_AD_reward;57;24;2841.9494729042053;O=C(NO)c1ccc(NC(=O)c2ccccc2)cc1;true;1;false;2;6.734984567615106;1.0;0.7923511256017771;1.0;0.7923511256017771;1.0;0.0;False;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;82.673935;18.10639;9.013869
7321;RNN;HDAC8_pIC50_AD_reward;57;25;2841.9494729042053;OCCc1ccccc1Oc1ccc2c(c1)OCCO2;true;1;true;0;5.867756758867335;0.0;0.6903243245726277;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;29.762268;28.99332;23.53784
7322;RNN;HDAC8_pIC50_AD_reward;57;26;2841.9494729042053;CCc1ccc(-c2nc3ccc(C(=O)NO)cc3[nH]2)cc1;true;1;true;0;6.239555330177552;1.0;0.734065332962065;1.0;0.734065332962065;1.0;0.734065332962065;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;6027.2266;27.88427;17.431639
7323;RNN;HDAC8_pIC50_AD_reward;57;27;2841.9494729042053;C#CCn1cc(C(=O)O)c(=O)c2cc(Cl)ccc21;true;1;true;0;5.791763657862219;0.0;0.6813839597484964;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;1.0640786;21.639849;20.608307
7324;RNN;HDAC8_pIC50_AD_reward;57;28;2841.9494729042053;O=C(NO)c1cncc(Nc2ccccc2Cl)c1;true;1;true;0;5.940522129022878;0.0;0.6988849563556327;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;168.28152;24.05658;11.084243
7325;RNN;HDAC8_pIC50_AD_reward;57;29;2841.9494729042053;O=C(OCC1CN2CCC1CC2)c1ccccc1Br;true;1;true;0;5.864972250198495;0.0;0.68999673531747;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;1.4876631;23.890854;22.671156
7326;RNN;HDAC8_pIC50_AD_reward;57;30;2841.9494729042053;O=C(CCCc1ccc(OCCCc2ccccc2)cc1)NO;true;1;true;0;5.786696528180139;0.0;0.6807878268447222;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;15.040054;23.441526;19.563375
7327;RNN;HDAC8_pIC50_AD_reward;57;31;2841.9494729042053;O=C(O)c1ccc2cnc(Nc3ccc(Br)c(Cl)c3)nc2c1;true;1;true;0;5.177083657242666;0.0;0.6090686655579607;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.025703816;28.49993;28.339605
7328;RNN;HDAC8_pIC50_AD_reward;57;32;2841.9494729042053;CC(C)N(C)CCOC(=O)OC(=S)Cl;true;1;true;0;5.632881521704208;0.0;0.6626919437299068;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;3.4965963;38.18744;36.31752
7329;RNN;HDAC8_pIC50_AD_reward;57;33;2841.9494729042053;O=C(NO)c1ccc(Nc2cccc3ccoc23)cc1;true;1;true;0;6.452523388067248;0.0;0.7591203985961468;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;66.10467;27.068565;18.938087
7330;RNN;HDAC8_pIC50_AD_reward;57;34;2841.9494729042053;CC(C)NC(=O)c1ccccc1N1CCN(Cc2ccccc2)CC1;true;1;true;0;6.038295411155406;0.0;0.7103876954300478;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;23.365007;24.83345;19.999714
7331;RNN;HDAC8_pIC50_AD_reward;57;35;2841.9494729042053;FC(F)(F)c1cccc(-c2cccnc2)c1;true;1;true;0;5.331660899530444;0.0;0.6272542234741699;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;1.5713722;18.43218;17.178637
7332;RNN;HDAC8_pIC50_AD_reward;57;36;2841.9494729042053;COc1ccc(OC)c(Nc2ccnc(NCCc3ccccc3)n2)c1;true;1;true;0;5.841391523865207;0.0;0.6872225322194361;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;10.185256;26.124878;22.933443
7333;RNN;HDAC8_pIC50_AD_reward;57;37;2841.9494729042053;COC(=O)CC(Cc1ccccc1)NC(=O)Oc1ccc(Cl)cc1;true;1;true;0;5.772847902624795;0.0;0.6791585767793876;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;0.52158165;26.517958;25.795752
7334;RNN;HDAC8_pIC50_AD_reward;57;38;2841.9494729042053;O=C(NO)c1ccc(Cc2ccccc2)cc1;true;1;true;0;5.908974515938428;1.0;0.6951734724633445;1.0;0.6951734724633445;1.0;0.6951734724633445;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;5709.927;16.80146;8.944695
7335;RNN;HDAC8_pIC50_AD_reward;57;39;2841.9494729042053;CC(NO)c1ccc(CCc2ccc(Cl)cc2)cc1;true;1;true;0;5.986530460801102;0.0;0.7042977012707179;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;100.30972;27.197968;17.182493
7336;RNN;HDAC8_pIC50_AD_reward;57;40;2841.9494729042053;CN(C)CCSc1ccc(-c2ccccc2[N+](=O)[O-])c(=O)[nH]1;true;1;true;0;5.582867169876798;0.0;0.6568079023384469;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;1.2911844;33.226467;32.090164
7337;RNN;HDAC8_pIC50_AD_reward;57;41;2841.9494729042053;CCOc1ccc(N2C(=O)NC(CC(=O)Nc3cccc(Cl)c3)C2=O)cc1;true;1;true;0;5.793540815668662;0.0;0.6815930371374896;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;8.247495;27.179394;24.307549
7338;RNN;HDAC8_pIC50_AD_reward;57;42;2841.9494729042053;O=C(Cc1cccc(NC(=O)c2ccccc2)c1)NO;true;1;true;0;6.183322266587842;0.0;0.7274496784220991;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;120.64807;23.863844;12.879852
7339;RNN;HDAC8_pIC50_AD_reward;57;43;2841.9494729042053;CC(C)(C)C(N)C(=O)Nc1ccc(C(=O)NO)cc1;true;1;true;0;6.693597549741606;0.0;0.787482064675483;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;93.53919;27.057734;17.386168
7340;RNN;HDAC8_pIC50_AD_reward;57;44;2841.9494729042053;CCOc1cccc(C=CC(=O)c2ccc(C#N)cc2)c1;true;1;true;0;5.843402273801567;0.0;0.6874590910354785;0.0;0.0;0.0;0.0;True;44.01088333129883;Unique;;ChEMBL28pur.ckpt;ChEMBL28pur.ckpt;128;RV;120;5.2936645;24.153807;26.454603
